id,step_key,option_text,title,template_text,source_files,created_at,updated_at,created_by
22032935-5aae-47dd-9b63-a0c8063ba576,desercao_gru_2pgto,Renúncia de prazo,Deserção §4º — vício (GRU) — Renúncia de prazo (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
234fe631-d391-431b-b9ec-2c4546a50028,desercao_nd_1pgto,Sem código de barras legível,Deserção §2º — vício (ambas) — Sem código de barras legível (REsp),"Declaro a deserção do recurso, nos termos do § 2º do artigo 1.007 do Código de Processo Civil, uma vez que a complementação do preparo não se deu validamente. Isso porque, não consta o número do código de barras no documento indicado como comprovante de pagamento ([MOVIMENTO]), inviabilizando a conferência com a guia de recolhimento apresentada ([MOVIMENTO]).

Nesse sentido:
""DIREITO PROCESSUAL CIVIL. EMBARGOS DE DECLARAÇÃO. PREPARO RECURSAL. AUSÊNCIA DE VÍCIO DE CONTRADIÇÃO. EMBARGOS REJEITADOS.
1. Embargos de declaração opostos contra acórdão que negou provimento a agravo interno no recurso especial, em razão da ausência do número de código de barras no comprovante de pagamento bancário, caracterizando irregularidade no preparo do recurso especial e tornando-o deserto.
2. A ausência do número de código de barras no comprovante de pagamento bancário caracteriza irregularidade no preparo do recurso especial, tornando-o deserto, conforme jurisprudência consolidada do STJ.
3. Não há contradição quando os fundamentos e a conclusão do julgado guardam coerência lógica entre si, sendo a contradição apta a ensejar embargos de declaração aquela interna ao corpo textual da decisão.
4. Os embargos de declaração não se prestam à rediscussão do mérito da causa ou à modificação do julgado, salvo para a supressão de vícios internos da decisão.
5. Embargos de declaração rejeitados.""
(EDcl no AgInt no REsp n. 2.145.179/SP, relatora Ministra Daniela Teixeira, Terceira Turma, julgado em 5/5/2025, DJEN de 8/5/2025.)

Diante do exposto, inadmito o recurso interposto.

Intimem-se.","[""596836""]",2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
26bda9c9-d145-4c8b-ac0d-99528e4a2bb4,desercao_funjus_1pgto,Número único não corresponde ao processo (FUNJUS),Deserção §2º — vício (FUNJUS) — Número único não corresponde ao processo (FUNJUS) (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
27bd7ed3-e4d7-4975-a5d7-51f8daaeb2c0,desercao_funjus_2pgto,Documentos não localizados (N/D),Deserção §4º — vício (FUNJUS) — Documentos não localizados (N/D) (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
29c1e35d-4f7f-4bb0-bbf4-aed10a0571a0,desistencia_jg,Custas em dobro — GRU,Desistência de J.G. — custas em dobro — Custas em dobro — GRU (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
2afc6774-0373-4c81-9889-29cbd9d4a65a,desercao_nd_2pgto,Comprovou pagamento em valor simples (em vez de dobro),Deserção §4º — vício (ambas) — Comprovou pagamento em valor simples (em vez de dobro) (REsp),"A Recorrente foi intimada para comprovar o pagamento em dobro do preparo recursal, conforme determinado no despacho de [MOVIMENTO].

Entretanto, não cumpriu a determinação, vez que, em que pese tenha comprovado o recolhimento em dobro das custas devidas ao Superior Tribunal de Justiça ([MOVIMENTO]), o fato é que realizou o recolhimento das custas destinadas a este Tribunal de Justiça na forma simples ([MOVIMENTO]).

Assim sendo, tendo em vista que a Recorrente, devidamente intimada, não comprovou o recolhimento em dobro do preparo recursal, nos termos do artigo 1.007, § 4º, do Código de Processo Civil, declaro a deserção do recurso interposto.

Nesse sentido, os seguintes precedentes:
""Direito Processual Civil. Agravo interno em recurso extraordinário com agravo. Recurso extraordinário. Ausência de comprovação do preparo no ato da interposição. Determinação de recolhimento em dobro não observada. Recurso deserto.
(...)
4. O recurso extraordinário não foi devidamente preparado. Determinado o recolhimento em dobro, na forma do art. 1.007, § 4º, do Código de Processo Civil, a parte recorrente realizou o preparo na forma simples. 5. A jurisprudência desta Corte é no sentido de que 'a comprovação do pagamento do preparo deve ocorrer no momento da interposição do recurso, sob pena de deserção.'"" (ARE 1494440 AgR, Relator(a): EDSON FACHIN (Vice-Presidente), Tribunal Pleno, julgado em 27/11/2024).

Diante do exposto, inadmito o recurso interposto.

Intime-se.","[""604326""]",2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
3020b42a-3f93-4e33-b4f4-3456a41336c8,desercao_gru_2pgto,Número único não corresponde ao processo (GRU),Deserção §4º — vício (GRU) — Número único não corresponde ao processo (GRU) (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
3062e05d-e590-4440-b998-8fbc86bcd9ab,desercao_gru_2pgto,Ausência de manifestação,Deserção §4º — vício (GRU) — Ausência de manifestação (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
31a7e3ee-24f1-40a4-800a-41b55b72d63f,desercao_gru_1pgto,Guia GRU pertencente a outro processo,Deserção §2º — vício (GRU) — Guia GRU pertencente a outro processo (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
3426a0e8-d2dd-4427-ab50-df706b28d9aa,desercao_gru_1pgto,Valor divergente ou insuficiente (GRU),Deserção §2º — vício (GRU) — Valor divergente ou insuficiente (GRU) (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
3581889c-df41-4c89-b367-08c244627107,desercao_funjus_1pgto,Sem código de barras legível,Deserção §2º — vício (FUNJUS) — Sem código de barras legível (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
359f1a68-9b5e-40e7-948f-a93a6c4e618d,desercao_nd_2pgto,Valores divergentes ou insuficientes (ambas as guias),Deserção §4º — vício (ambas) — Valores divergentes ou insuficientes (ambas as guias) (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
38e3325c-62bc-402d-9088-17bd23874008,desercao_nd_2pgto,Número único não corresponde ao processo,Deserção §4º — vício (ambas) — Número único não corresponde ao processo (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
3c3a9f53-d3ef-419b-b219-77fa65526e4f,dobro,Juntou só as guias GRU e FUNJUS (sem comprovantes de pagamento),Pagamento em Dobro — Juntou só as guias GRU e FUNJUS (sem comprovantes de pagamento) (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
3d0d2bd5-e923-4321-8fa6-47417881ffa3,comp_funjus,Guia FUNJUS juntada + número de processo ausente ou incorreto,Complementação FUNJUS — Guia FUNJUS juntada + número de processo ausente ou incorreto (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
3d739852-ad4c-42db-b54a-f5ead5ed364e,desercao_gru_2pgto,Valor divergente ou insuficiente (GRU),Deserção §4º — vício (GRU) — Valor divergente ou insuficiente (GRU) (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
467c971e-0b2b-4d25-81a3-0ef185e47cd7,desercao_nd_2pgto,Renúncia de prazo,Deserção §4º — vício (ambas) — Renúncia de prazo (REsp),"Declaro a deserção do recurso, uma vez que a parte recorrente devidamente intimada da decisão que indeferiu o pedido de justiça gratuita formulado na petição recursal e determinou o recolhimento do preparo ([MOVIMENTO]), renunciou ao prazo sem cumpri-lo ([MOVIMENTO]).

Nesse sentido:
""PROCESSUAL CIVIL. AGRAVO INTERNO NO AGRAVO EM RECURSO ESPECIAL. DECISÃO DO RELATOR NO TRIBUNAL DE ORIGEM QUE NEGOU SEGUIMENTO AO RECURSO DE APELAÇÃO. VIOLAÇÃO DOS ARTS. 489 E 1.022 DO CPC. NÃO OCORRÊNCIA. DENEGAÇÃO DO PEDIDO DE JUSTIÇA GRATUITA. AUSÊNCIA DE RECOLHIMENTO DO PREPARO NO PRAZO ASSINALADO. DESERÇÃO. DECISÃO MANTIDA. AGRAVO INTERNO NÃO PROVIDO.
(...)
3. Contudo, se mesmo após ter sido intimada na forma do dispositivo acima mencionado, a parte não efetuar o recolhimento do preparo recursal no prazo assinalado, a consequência é o reconhecimento da deserção do recurso, e não uma nova intimação a fim de possibilitar o recolhimento em dobro, na esteira do que dispõe o art. 1.007, § 4º, do CPC.
4. Agravo interno não provido"".
(AgInt no AREsp n. 2.624.581/MS, relator Ministro Moura Ribeiro, Terceira Turma, julgado em 24/2/2025, DJEN de 28/2/2025.)

Diante do exposto, inadmito o recurso interposto.

Intimem-se.","[""0002812"",""apos-indeferimento-de-jg-intimado-para-preparo-simples-e-nao-regularizou""]",2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
49130280-b386-4b76-842c-a6e7bb5beabe,desercao_funjus_2pgto,Decurso de prazo,Deserção §4º — vício (FUNJUS) — Decurso de prazo (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
4bd7a1a2-8fd2-41f1-b894-951c2d0065bf,desercao_funjus_2pgto,Divergência de código de barras,Deserção §4º — vício (FUNJUS) — Divergência de código de barras (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
4d35a199-1ee3-4a88-9a09-ef71464a5aa2,comp_gru,Guia GRU juntada + comprovante não localizado (N/D),Complementação GRU — Guia GRU juntada + comprovante não localizado (N/D) (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
51b46d3c-ed52-42c2-b7a9-5698e7a69bc0,desercao_nd_2pgto,Sem código de barras legível,Deserção §4º — vício (ambas) — Sem código de barras legível (REsp),"Declaro a deserção do recurso, uma vez que após ser indeferido o pedido de justiça gratuita formulado na petição recursal ([DECISÃO]), a parte recorrente foi devidamente intimada para efetuar o preparo do recurso ([DESPACHO]), tendo se manifestado nos autos para apresentar as guias de recolhimento e os comprovantes de pagamento de [MOVIMENTO], os quais, contudo, não se revelam suficientes a comprovar o respectivo pagamento, na medida em que não consta o número do código de barras, inviabilizando assim a conferência com as guias de recolhimento juntadas ([MOVIMENTO]).

Ressalta-se que o despacho de [MOVIMENTO] mencionou que para comprovação do efetivo recolhimento do preparo a parte deveria providenciar a juntada da guia e do respectivo comprovante de pagamento, no qual constasse o código de barras de forma visível e legível.

A Corte Superior firmou entendimento no sentido de que ""A ausência do número de código de barras no comprovante de pagamento bancário caracteriza irregularidade no preparo do recurso especial, tornando-se, portanto, deserto"" (AgInt nos EDcl nos EREsp n. 1.563.122/RS, relatora Ministra Maria Isabel Gallotti, Corte Especial, julgado em 24/10/2023, DJe de 30/10/2023).

Diante do exposto, o recurso interposto é inadmitido.

Intimem-se.","[""600045""]",2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
53c62d73-8818-4887-9e19-c276ddd5760a,comp_funjus,Guia FUNJUS juntada + divergência de código de barras,Complementação FUNJUS — Guia FUNJUS juntada + divergência de código de barras (REsp),"O presente recurso não foi devidamente preparado, visto que o recolhimento das custas devidas a este Tribunal de Justiça não restou comprovado, pois não há correspondência entre o código de barras constante na guia de recolhimento e o do comprovante de pagamento ([MOVIMENTO]).

A jurisprudência do Superior Tribunal de Justiça é firme no sentido de que ""(...) a falta de correspondência entre o código de barras constante do comprovante de pagamento e o da guia de recolhimento do preparo implica pena de deserção, ante a irregularidade no pagamento."" (AgInt no AREsp n. 1.894.595/RJ, relator Ministro Raul Araújo, Quarta Turma, julgado em 22/11/2021, DJe de 2/12/2021.).

Assim sendo, nos termos do artigo 1.007, § 2º, do Código de Processo Civil, intime-se a parte recorrente, para que, no prazo de 5 (cinco) dias, comprove nos autos a complementação do preparo do recurso, sob pena de deserção.

Para tanto, a parte deverá juntar aos autos o comprovante de pagamento referente à guia de recolhimento de [MOVIMENTO].

Caso não seja possível apresentação do referido documento, deverá ser realizado o recolhimento da importância de R$ 300,00 (trezentos reais) ao Fundo da Justiça – FUNJUS, referente às custas locais, previstas na Lei Estadual nº 22.956/2025.

Insta salientar que a juntada da guia e do respectivo comprovante de pagamento, no qual conste o código de barras de forma visível e legível, são imprescindíveis para fins de comprovação do efetivo recolhimento do preparo.","[""596347""]",2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
55fe35e8-57f1-4c80-96f4-85be6c74c27f,comp_funjus,Guia FUNJUS juntada + valor divergente ou insuficiente,Complementação FUNJUS — Guia FUNJUS juntada + valor divergente ou insuficiente (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
593bed99-503c-4432-9247-15641a5d64ac,dobro_nd,2 agendamentos bancários como comprovante,Pagamento em Dobro — documentos ausentes/irregulares — 2 agendamentos bancários como comprovante (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
59bf13a1-fc58-4a40-bd29-7407a4da7e80,desercao_nd_2pgto,Número de processo ausente ou incorreto,Deserção §4º — vício (ambas) — Número de processo ausente ou incorreto (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
5d932570-cfff-486a-bd2e-24065d90ec1a,desercao_gru_2pgto,Documentos não localizados (N/D),Deserção §4º — vício (GRU) — Documentos não localizados (N/D) (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
608d9a09-a3f4-413f-8196-2806035d1fee,desercao_funjus_2pgto,Agendamento bancário,Deserção §4º — vício (FUNJUS) — Agendamento bancário (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
628db470-a173-4b46-947a-5c78c06601f3,dobro,Juntou guias com comprovante de agendamento bancário (ambos),Pagamento em Dobro — Juntou guias com comprovante de agendamento bancário (ambos) (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
668af28d-7580-4adb-8e51-ac0c5d87c193,desercao_nd_2pgto,Ausência de manifestação,Deserção §4º — vício (ambas) — Ausência de manifestação (REsp),"A parte recorrente, devidamente intimada para comprovar o recolhimento em dobro do preparo recursal (despacho de [MOVIMENTO]), não se manifestou (certidão de decurso de prazo de [MOVIMENTO]).

Sendo assim, nos termos do § 4º do artigo 1.007 do Código de Processo Civil, declaro a deserção do recurso.

Nesse sentido, o seguinte precedente:
""PROCESSUAL CIVIL. AGRAVO INTERNO NOS EMBARGOS DE DIVERGÊNCIA EM AGRAVO EM RECURSO ESPECIAL. PREPARO. COMPROVAÇÃO. AUSÊNCIA. INTIMAÇÃO. ART. 1.007, § 4º, DO CPC. JUNTADA DE DOCUMENTO. DESERÇÃO. DECISÃO MANTIDA.
1. O recurso deve ser declarado deserto se, depois da intimação nos termos do art. 1.007, § 4º, do CPC, a parte não comprovar o pagamento em dobro ou a prévia concessão de gratuidade de justiça no prazo assinalado na referida intimação.
2. Agravo interno a que se nega provimento.""
(AgInt nos EAREsp n. 2.431.515/SP, relator Ministro Antonio Carlos Ferreira, Segunda Seção, julgado em 18/3/2025, DJEN de 25/3/2025.)

Diante do exposto, inadmito o recurso interposto.

Intime-se.","[""596230""]",2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
6712a790-0b09-4f77-bc7f-f802199a26f5,desercao_funjus_2pgto,Ausência de manifestação,Deserção §4º — vício (FUNJUS) — Ausência de manifestação (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
67ec7ddd-206f-4db4-bfbe-69f1113e7110,desercao_gru_1pgto,Número de processo ausente ou incorreto,Deserção §2º — vício (GRU) — Número de processo ausente ou incorreto (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
75a4ef6c-aaa6-4a8d-a960-43ac9877da5b,desercao_funjus_1pgto,Número de processo ausente ou incorreto,Deserção §2º — vício (FUNJUS) — Número de processo ausente ou incorreto (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
762722fc-9029-40c0-82b8-1b15a6f21740,comp_funjus,Juntou só a guia FUNJUS (sem comprovante de pagamento),Complementação FUNJUS — Juntou só a guia FUNJUS (sem comprovante de pagamento) (REsp),"O recurso não foi devidamente preparado, visto que o recolhimento das custas recursais devidas a este Tribunal de Justiça não restou comprovado, visto que juntou a guia de recolhimento de [MOVIMENTO], sem o respectivo comprovante de pagamento.

Sendo assim, intime-se a parte Recorrente, nos termos do artigo 1.007, § 2º, do Código de Processo Civil, para, no prazo de 5 (cinco) dias, complementar o preparo recursal, sob pena de deserção.

Para tanto, deverá apresentar o comprovante de pagamento referente à guia juntada no [MOVIMENTO], no qual conste o código de barras de forma visível e legível, ""para que não haja dúvida acerca da validade do documento e do seu efetivo recolhimento."" (AREsp 2062229-SP/RS, Rel. Ministro HUMBERTO MARTINS, QUARTA TURMA, julgado em 21/03/2022, DJe 22/03/2022).

Caso não seja possível apresentar referido documento, deverá ser realizado o recolhimento da importância de R$ 300,00 (trezentos reais) ao Fundo da Justiça – FUNJUS, referente às custas locais, previstas na Lei Estadual nº 22.956/2025.

Diligências necessárias.","[""596361""]",2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
77fda4de-9a43-4d1e-bf15-687f5d5161fd,desercao,Juntou só as guias GRU e FUNJUS (sem comprovantes),Deserção — Juntou só as guias GRU e FUNJUS (sem comprovantes) (REsp),AINDA SEM REFERENCIA DE MINUTAS,[],2026-04-27 19:09:14.719781+00,2026-04-27 19:09:14.719781+00,
